advantage_type,lastFoundAt,event_name,event_start_time,market_type,market_segment,modifier,payout,source,live,participant_name,participant_shortName,sport_type
ARBITRAGE,"December 10, 2025 at 11:17 PM",New York Rangers @ Chicago Blackhawks,"December 11, 2025 at 12:30 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Chicago Blackhawks,CHI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",New York Rangers @ Chicago Blackhawks,"December 11, 2025 at 12:30 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.8,FAN_DUEL,False,New York Rangers,NYR,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",New York Rangers @ Chicago Blackhawks,"December 11, 2025 at 12:30 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Chicago Blackhawks,CHI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",New York Rangers @ Chicago Blackhawks,"December 11, 2025 at 12:30 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.75,FANATICS,False,New York Rangers,NYR,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",New York Rangers @ Chicago Blackhawks,"December 11, 2025 at 12:30 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Chicago Blackhawks,CHI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.2,BET_PARX,False,Nashville Predators,NSH,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,St. Louis Blues,STL,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.2,BET_RIVERS,False,Nashville Predators,NSH,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,St. Louis Blues,STL,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.0,DRAFT_KINGS,False,Nashville Predators,NSH,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,St. Louis Blues,STL,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.9,ESPN_BET,False,Nashville Predators,NSH,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,St. Louis Blues,STL,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.1,FAN_DUEL,False,Nashville Predators,NSH,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,St. Louis Blues,STL,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.0,FANATICS,False,Nashville Predators,NSH,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",St. Louis Blues @ Nashville Predators,"December 12, 2025 at 01:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,St. Louis Blues,STL,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Sevilla @ Real Madrid,"December 20, 2025 at 08:00 PM",BOTH_TEAMS_TO_SCORE,REGULATION_TIME,0.0,1.91,BET_PARX,False,Unknown,Unknown,SOCCER
ARBITRAGE,"December 10, 2025 at 11:17 PM",Sevilla @ Real Madrid,"December 20, 2025 at 08:00 PM",BOTH_TEAMS_TO_SCORE,REGULATION_TIME,0.0,2.1,BOVADA,False,Unknown,Unknown,SOCCER
ARBITRAGE,"December 10, 2025 at 11:17 PM",Tennessee Titans @ San Francisco 49ers,"December 14, 2025 at 09:25 PM",MONEYLINE,FULL_MATCH,0.0,1.133333,BOVADA,False,San Francisco 49ers,SF,AMERICAN_FOOTBALL
ARBITRAGE,"December 10, 2025 at 11:17 PM",Tennessee Titans @ San Francisco 49ers,"December 14, 2025 at 09:25 PM",MONEYLINE,FULL_MATCH,0.0,9.1762,KUTT,False,Tennessee Titans,TEN,AMERICAN_FOOTBALL
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.0,BET_PARX,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.0,BET_RIVERS,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.8,BET_MGM,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.9,BOVADA,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.9,DRAFT_KINGS,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.8,ESPN_BET,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.94,FAN_DUEL,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,2.9,FANATICS,False,New York Islanders,NYI,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Anaheim Ducks @ New York Islanders,"December 12, 2025 at 12:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Anaheim Ducks,ANA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.2,BET_PARX,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.2,BET_RIVERS,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.0,BET_MGM,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.25,BOVADA,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.15,DRAFT_KINGS,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.1,ESPN_BET,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.1,FAN_DUEL,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,-1.5,3.2,FANATICS,False,Florida Panthers,FLA,ICE_HOCKEY
ARBITRAGE,"December 10, 2025 at 11:17 PM",Florida Panthers @ Utah Mammoth,"December 11, 2025 at 02:00 AM",POINT_SPREAD,FULL_MATCH,1.5,1.94,KUTT,False,Utah Mammoth,UHC,ICE_HOCKEY
